lat,lon,0.0 cm
53.2609217666666,-0.5271135,703.153868
53.2609197,-0.526807,920.030491999995
53.2609218,-0.526811,726.100552
53.2609223166666,-0.5265135,723.054531999995
53.2609047666666,-0.526214,771.993919999995
53.2608977333333,-0.525915,806.109343999995
53.2608921,-0.525614166666666,810.170704
53.2608855666666,-0.525315,858.500887999995
53.2608808833333,-0.525014333333333,755.342343999995
53.26087435,-0.5247175,732.39566
53.26086665,-0.524416333333333,858.094752
53.26086125,-0.524116666666666,824.385463999995
53.2608556333333,-0.523819833333333,794.737536
53.2608494666666,-0.523517666666666,838.803291999995
53.2608427166666,-0.523216666666666,893.631652
53.26111055,-0.5274005,813.013656
53.2611032,-0.527102,752.093256
53.2610978,-0.526803,579.282388
53.2610901333333,-0.526502666666666,848.753624
53.2610853333333,-0.526203166666666,691.78206
53.2610781,-0.525903666666666,641.624264
53.2610712333333,-0.525604166666666,790.270039999995
53.2610660333333,-0.525304833333333,733.817136
53.2610591666666,-0.525005166666666,836.772612
53.2610544333333,-0.524706,679.801048
53.2610472333333,-0.524406,965.111587999995
53.2610397,-0.524106333333333,982.372367999995
53.2610396,-0.524108333333333,762.652791999995
53.2610347666666,-0.523807,700.310916
53.2610284833333,-0.523507333333333,861.749976
53.2610230833333,-0.5232075,738.284632
53.2612922,-0.527396333333333,758.997567999995
53.2612824166666,-0.527091499999999,927.340939999995
53.2612770333333,-0.526796333333333,863.374519999995
53.26126945,-0.526492333333333,759.606772
53.2612660333333,-0.526192666666666,1035.779252
53.2612569333333,-0.525893666666666,824.182396
53.2612520166666,-0.525595333333333,795.346739999995
53.2612449,-0.525294,831.695912
53.26123885,-0.524993833333333,906.831072
53.26123225,-0.524695,751.077915999995
53.2612263833333,-0.524395333333333,884.899728
53.2612207666666,-0.524095833333333,780.928912
53.2612153333333,-0.523798,774.227667999995
53.2612086333333,-0.523497,813.825928
53.2611976,-0.523488166666666,756.154615999995
53.2612026,-0.523196166666666,938.103543999995
53.26146855,-0.527380833333333,634.516884
53.2614725666666,-0.527366333333333,619.692919999995
53.2614634666666,-0.527081666666666,732.39566
53.2614668666666,-0.527082333333333,603.853616
53.2614672166666,-0.527080333333333,727.928163999995
53.26145645,-0.526781666666666,784.381067999995
53.2614566333333,-0.5267815,560.600131999999
53.2614510666666,-0.526482166666666,677.5673
53.2614433,-0.526182833333333,769.760172
53.2614371666666,-0.5258845,726.100552
53.2614299166666,-0.525582833333333,711.479656
53.2614258833333,-0.525283666666666,742.955196
53.2614190666666,-0.524984666666666,792.706856
53.26141235,-0.524684833333333,842.255448
53.2614061666666,-0.524386,744.173604
53.2613990666666,-0.524085666666666,703.96614
53.2613939166666,-0.523786333333333,761.637452
53.26139225,-0.5237985,579.485456
53.2613874666666,-0.523487,649.950052
53.2613815333333,-0.523188166666666,738.081563999995
53.2616482666666,-0.527369333333333,908.455615999995
53.2616416,-0.527069333333333,711.073519999995
53.2616351166666,-0.526770666666666,801.235712
53.2616288,-0.526471666666666,785.802543999995
53.2616235,-0.526172833333333,843.067719999995
53.2616166833333,-0.525843833333333,724.476008
53.2616090166666,-0.525573333333333,765.089608
53.26160575,-0.5252735,908.658684
53.2615972833333,-0.524974166666666,717.977831999995
53.2615924833333,-0.524674,748.438032
53.2615852166666,-0.524374999999999,893.022448
53.2615782333333,-0.524075333333333,727.928163999995
53.2615817,-0.52409,658.072772
53.2615818333333,-0.524091833333333,712.901131999995
53.26158065,-0.5240915,621.114396
53.2615736166666,-0.523775833333333,634.313816
53.2615683666666,-0.5237855,750.468712
53.2615672333333,-0.523784,622.535872
53.2615662833333,-0.523475,679.59798
53.2615598333333,-0.523176666666666,761.028248
53.2618281,-0.527356333333333,843.067719999995
53.2618351,-0.527365666666666,827.837619999995
53.2618211166666,-0.527060166666666,678.176504
53.26181985,-0.527060333333333,713.307268
53.2618156,-0.526760833333333,714.728743999995
53.2618154666666,-0.526761,679.394912
53.2618092666666,-0.5264615,754.733139999995
53.2618081,-0.526463,758.591432
53.2618036166666,-0.526161166666666,710.870452
53.2618012666666,-0.526163333333333,715.337948
53.2618016,-0.526162166666666,558.772519999999
53.2618012833333,-0.526166333333333,627.003368
53.2618022333333,-0.5261605,804.890936
53.2617963666666,-0.525862666666666,779.304367999995
53.2617937166666,-0.525864166666666,721.633056
53.2617915333333,-0.5255635,668.42924
53.2617893833333,-0.525567166666666,774.836872
53.2617841666666,-0.525263833333333,710.667384
53.2617822333333,-0.525266666666666,794.737536
53.2617777833333,-0.5249645,715.541016
53.2617758833333,-0.524966166666666,719.19624
53.2617722333333,-0.5246645,723.866804
53.2617666833333,-0.524668666666666,694.015807999995
53.2617661,-0.524364333333333,756.966887999995
53.2617591666666,-0.524372333333333,717.571696
53.2617594833333,-0.5243755,767.526424
53.2617591,-0.524064833333333,797.783556
53.2617541,-0.524069833333333,823.370124
53.2617522666666,-0.5237645,609.336452
53.2617502166666,-0.523763333333333,703.153868
53.2617462333333,-0.523465666666666,646.700964
53.2617439833333,-0.523463166666666,700.310916
53.26174065,-0.523168,805.703208
53.26174395,-0.523164499999999,1008.771208
53.2617364,-0.522956666666666,873.324852
53.26201415,-0.527648333333333,848.753624
53.26200545,-0.527349833333333,834.132728
53.2620022333333,-0.527049666666666,903.175848
53.2619948666666,-0.526750833333333,1011.61416
53.2619891166666,-0.526450499999999,841.646243999995
53.2619829833333,-0.526152166666666,857.079412
53.2619760333333,-0.525852833333333,849.362828
53.2619695166666,-0.525552833333333,829.665232
53.2619644,-0.525252666666666,876.370872
53.2619578666666,-0.524953666666666,800.626508
53.2619514833333,-0.524653833333333,928.762415999995
53.2619454,-0.524353666666666,792.909924
53.2619389,-0.524054833333333,884.290524
53.2619322,-0.523756,894.85006
53.26192665,-0.523458,827.025348
53.2619175166666,-0.523156166666666,978.311008
53.2619144,-0.522922166666666,969.782152
53.2621936833333,-0.527634333333333,859.516228
53.262194,-0.527638333333333,710.870452
53.2621871166666,-0.527339666666666,775.039939999995
53.2621812166666,-0.52704,803.46946
53.2621749,-0.5267405,702.138528
53.2621685166666,-0.5264405,782.147319999995
53.2621631,-0.526140833333333,793.925263999995
53.26215555,-0.525842166666666,927.137872
53.2621541166666,-0.5258445,736.660087999995
53.2621503333333,-0.525542166666666,875.5586
53.26214895,-0.525543166666666,728.131232
53.2621427333333,-0.525242166666666,785.396408
53.26214115,-0.525242333333333,760.622112
53.2621371166666,-0.524943,864.795996
53.26213515,-0.524943166666666,729.958843999995
53.2621309666666,-0.524643166666666,745.392012
53.2621280333333,-0.5246435,852.611915999995
53.2621244666666,-0.524344666666666,796.565148
53.2621209333333,-0.524343833333333,875.5586
53.2621199666666,-0.524044666666666,672.896736
53.26211755,-0.524044833333333,729.958843999995
53.2621126833333,-0.5237445,731.380319999995
53.2621122333333,-0.5237425,764.277336
53.2621060333333,-0.523444833333333,712.08886
53.2621039166666,-0.523445333333333,849.565896
53.2620995,-0.523145833333333,761.637452
53.2620973166666,-0.523146,703.763072
53.2620958833333,-0.522881,974.655784
53.2620933666666,-0.522869333333333,747.62576
53.262301,-0.527736666666666,1144.6237
53.2623666166666,-0.5273295,886.727339999995
53.2623609166666,-0.527028666666666,814.435132
53.2623535166666,-0.526731666666666,887.539612
53.2623451,-0.526424666666666,885.712
53.2623416166666,-0.526126666666666,1021.158356
53.26233585,-0.5258295,885.508932
53.2623295333333,-0.525535333333333,777.070619999995
53.262323,-0.525231333333333,839.00636
53.26231595,-0.524932,969.985219999995
53.2623113333333,-0.524634,855.048732
53.2623095833333,-0.524324999999999,851.799643999995
53.2622987166666,-0.524034166666666,953.536712
53.2622910666666,-0.523733,865.202132
53.2622865333333,-0.523437666666666,914.750724
53.2622793666666,-0.523135666666666,811.59218
53.26226795,-0.522832,979.935552
53.2624605333333,-0.527022666666666,959.831819999995
53.2624597166666,-0.527026666666666,880.838367999995
53.2624519166666,-0.527005333333333,671.678328
53.2625124666666,-0.526726333333333,742.752128
53.2625277666666,-0.526419666666666,853.627256
53.262521,-0.52612,702.138528
53.26251665,-0.525820833333333,764.480404
53.2625079666666,-0.525521166666666,827.837619999995
53.2625035333333,-0.525221333333333,667.210831999995
53.2624961166666,-0.524922333333333,873.324852
53.2624904,-0.524622666666666,709.855112
53.2624844166666,-0.524323666666666,742.752128
53.2624778333333,-0.524023333333333,1283.72528
53.26247005,-0.523723,848.753624
53.2624652833333,-0.5234245,639.390516
53.2624583833333,-0.5231245,845.301467999995
53.2624525333333,-0.522823666666666,826.619212
53.2626597833333,-0.525809333333333,669.850716
53.2626894,-0.525511666666666,617.256104
53.2626815166666,-0.525212333333333,665.383219999995
53.2626815666666,-0.5252135,659.697316
53.2626758833333,-0.5249125,745.59508
53.2626699666666,-0.524611666666666,608.930316
53.2626621666666,-0.524311666666666,706.809092
53.2626568166666,-0.524013333333333,888.554952
53.2626512166666,-0.523713666666666,694.625012
53.2626450333333,-0.523414,778.08596
53.2626385666666,-0.523114166666666,692.594331999995
53.26263245,-0.522812833333333,918.609015999995
53.2628092166666,-0.524909,729.552708
53.2628442333333,-0.524601333333333,716.150219999995
53.2628446833333,-0.524605833333333,583.952952
53.2628421,-0.5243025,696.85876
53.2628374,-0.524002666666666,674.115143999995
53.26283025,-0.523703166666666,672.693668
53.2628251333333,-0.523403,784.584136
53.2628174166666,-0.523104666666666,630.455524
53.2628119666666,-0.522801333333333,826.213076
53.2629788,-0.523094166666666,751.890187999995
53.2629910666666,-0.522792666666666,874.949396
