,Time step,RMSE,Average variance,Number of cells sampled,"Robot (61, 39) distance travelled","Robot (61, 39) idle time","Robot (61, 39) waiting time","Robot (40, 12) distance travelled","Robot (40, 12) idle time","Robot (40, 12) waiting time","Robot (141, 38) distance travelled","Robot (141, 38) idle time","Robot (141, 38) waiting time"
0,1,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0
1,2,17.363502179000474,162.73693808411463,3,0,1,0,0,1,0,0,1,0
2,3,17.363502179000474,162.73693808411463,3,1,1,0,0,2,0,0,2,0
3,4,17.363502179000474,162.73693808411463,3,2,1,0,0,3,0,0,3,0
4,5,17.363502179000474,162.73693808411463,3,3,1,0,0,4,0,0,4,0
5,6,17.363502179000474,162.73693808411463,3,4,1,0,0,5,0,0,5,0
6,7,17.363502179000474,162.73693808411463,3,5,1,0,0,6,0,0,6,0
7,8,17.363502179000474,162.73693808411463,3,6,1,0,0,7,0,0,7,0
8,9,17.363502179000474,162.73693808411463,3,7,1,0,0,8,0,0,8,0
9,10,17.363502179000474,162.73693808411463,3,8,1,0,0,9,0,0,9,0
10,11,17.363502179000474,162.73693808411463,3,9,1,0,0,10,0,0,10,0
11,12,17.363502179000474,162.73693808411463,3,10,1,0,0,11,0,0,11,0
12,13,17.363502179000474,162.73693808411463,3,11,1,0,0,12,0,0,12,0
13,14,17.363502179000474,162.73693808411463,3,12,1,0,0,13,0,0,13,0
14,15,17.363502179000474,162.73693808411463,3,13,1,0,0,14,0,0,14,0
15,16,17.363502179000474,162.73693808411463,3,14,1,0,0,15,0,0,15,0
16,17,17.363502179000474,162.73693808411463,3,15,1,0,0,16,0,0,16,0
17,18,17.363502179000474,162.73693808411463,3,16,1,0,0,17,0,0,17,0
18,19,17.363502179000474,162.73693808411463,3,17,1,0,0,18,0,0,18,0
19,20,17.363502179000474,162.73693808411463,3,18,1,0,0,19,0,0,19,0
20,21,17.363502179000474,162.73693808411463,3,19,1,0,0,20,0,0,20,0
21,22,17.363502179000474,162.73693808411463,3,20,1,0,0,21,0,0,21,0
22,23,17.363502179000474,162.73693808411463,3,21,1,0,0,22,0,0,22,0
23,24,17.363502179000474,162.73693808411463,3,22,1,0,0,23,0,0,23,0
24,25,17.363502179000474,162.73693808411463,3,23,1,0,0,24,0,0,24,0
25,26,17.363502179000474,162.73693808411463,3,24,1,0,0,25,0,0,25,0
26,27,17.363502179000474,162.73693808411463,3,25,1,0,0,26,0,0,26,0
27,28,17.363502179000474,162.73693808411463,3,26,1,0,0,27,0,0,27,0
28,29,17.363502179000474,162.73693808411463,3,27,1,0,0,28,0,0,28,0
29,30,17.363502179000474,162.73693808411463,3,28,1,0,0,29,0,0,29,0
30,31,17.363502179000474,162.73693808411463,3,29,1,0,0,30,0,0,30,0
31,32,17.363502179000474,162.73693808411463,3,30,1,0,0,31,0,0,31,0
32,33,17.363502179000474,162.73693808411463,3,31,1,0,0,32,0,0,32,0
33,34,17.363502179000474,162.73693808411463,3,32,1,0,0,33,0,0,33,0
34,35,17.363502179000474,162.73693808411463,3,33,1,0,0,34,0,0,34,0
35,36,17.363502179000474,162.73693808411463,3,34,1,0,0,35,0,0,35,0
36,37,17.363502179000474,162.73693808411463,3,35,1,0,0,36,0,0,36,0
37,38,17.363502179000474,162.73693808411463,3,36,1,0,0,37,0,0,37,0
38,39,17.363502179000474,162.73693808411463,3,37,1,0,0,38,0,0,38,0
39,40,17.363502179000474,162.73693808411463,3,38,1,0,0,39,0,0,39,0
40,41,17.363502179000474,162.73693808411463,3,39,1,0,0,40,0,0,40,0
41,42,17.363502179000474,162.73693808411463,3,40,1,0,0,41,0,0,41,0
42,43,17.363502179000474,162.73693808411463,3,41,1,0,0,42,0,0,42,0
43,44,17.363502179000474,162.73693808411463,3,42,1,0,0,43,0,0,43,0
44,45,17.363502179000474,162.73693808411463,3,43,1,0,0,44,0,0,44,0
45,46,17.363502179000474,162.73693808411463,3,44,1,0,0,45,0,0,45,0
46,47,17.363502179000474,162.73693808411463,3,45,1,0,0,46,0,0,46,0
47,48,17.363502179000474,162.73693808411463,3,46,1,0,0,47,0,0,47,0
48,49,17.363502179000474,162.73693808411463,3,47,1,0,0,48,0,0,48,0
49,50,17.363502179000474,162.73693808411463,3,48,1,0,0,49,0,0,49,0
50,51,17.363502179000474,162.73693808411463,3,49,1,0,0,50,0,0,50,0
51,52,17.363502179000474,162.73693808411463,3,50,1,0,0,51,0,0,51,0
52,53,17.363502179000474,162.73693808411463,3,51,1,0,0,52,0,0,52,0
53,54,17.363502179000474,162.73693808411463,3,52,1,0,0,53,0,0,53,0
54,55,17.363502179000474,162.73693808411463,3,53,1,0,0,54,0,0,54,0
55,56,12.983431803797288,253.05252705378476,4,53,2,0,1,54,0,1,54,0
56,57,12.983431803797288,253.05252705378476,4,54,2,0,2,54,0,2,54,0
57,58,12.983431803797288,253.05252705378476,4,55,2,0,3,54,0,3,54,0
58,59,12.983431803797288,253.05252705378476,4,56,2,0,4,54,0,4,54,0
59,60,12.983431803797288,253.05252705378476,4,57,2,0,5,54,0,5,54,0
60,61,12.983431803797288,253.05252705378476,4,58,2,0,6,54,0,6,54,0
61,62,12.983431803797288,253.05252705378476,4,59,2,0,7,54,0,7,54,0
62,63,12.983431803797288,253.05252705378476,4,60,2,0,8,54,0,8,54,0
63,64,12.983431803797288,253.05252705378476,4,61,2,0,9,54,0,9,54,0
64,65,12.983431803797288,253.05252705378476,4,62,2,0,10,54,0,10,54,0
65,66,12.983431803797288,253.05252705378476,4,63,2,0,11,54,0,11,54,0
66,67,12.983431803797288,253.05252705378476,4,64,2,0,12,54,0,12,54,0
67,68,12.983431803797288,253.05252705378476,4,65,2,0,13,54,0,13,54,0
68,69,12.983431803797288,253.05252705378476,4,66,2,0,14,54,0,14,54,0
69,70,12.983431803797288,253.05252705378476,4,67,2,0,15,54,0,15,54,0
70,71,12.983431803797288,253.05252705378476,4,68,2,0,16,54,0,16,54,0
71,72,12.983431803797288,253.05252705378476,4,69,2,0,17,54,0,17,54,0
72,73,12.983431803797288,253.05252705378476,4,70,2,0,18,54,0,18,54,0
73,74,12.983431803797288,253.05252705378476,4,71,2,0,19,54,0,19,54,0
74,75,12.983431803797288,253.05252705378476,4,72,2,0,20,54,0,20,54,0
75,76,12.983431803797288,253.05252705378476,4,73,2,0,21,54,0,21,54,0
76,77,12.983431803797288,253.05252705378476,4,74,2,0,22,54,0,22,54,0
77,78,12.983431803797288,253.05252705378476,4,75,2,0,23,54,0,23,54,0
78,79,11.558857466704236,192.99114280934947,5,76,2,0,23,55,0,24,54,0
79,80,11.558857466704236,192.99114280934947,5,77,2,0,24,55,0,25,54,0
80,81,11.558857466704236,192.99114280934947,5,78,2,0,25,55,0,26,54,0
81,82,11.558857466704236,192.99114280934947,5,79,2,0,26,55,0,27,54,0
82,83,11.558857466704236,192.99114280934947,5,80,2,0,27,55,0,28,54,0
83,84,11.558857466704236,192.99114280934947,5,81,2,0,28,55,0,29,54,0
84,85,11.558857466704236,192.99114280934947,5,82,2,0,29,55,0,30,54,0
85,86,11.558857466704236,192.99114280934947,5,83,2,0,30,55,0,31,54,0
86,87,11.558857466704236,192.99114280934947,5,84,2,0,31,55,0,32,54,0
87,88,11.558857466704236,192.99114280934947,5,85,2,0,32,55,0,33,54,0
88,89,11.558857466704236,192.99114280934947,5,86,2,0,33,55,0,34,54,0
89,90,11.558857466704236,192.99114280934947,5,87,2,0,34,55,0,35,54,0
90,91,11.558857466704236,192.99114280934947,5,88,2,0,35,55,0,36,54,0
91,92,11.558857466704236,192.99114280934947,5,89,2,0,36,55,0,37,54,0
92,93,11.558857466704236,192.99114280934947,5,90,2,0,37,55,0,38,54,0
93,94,11.558857466704236,192.99114280934947,5,91,2,0,38,55,0,39,54,0
94,95,6.989202031423974,82.86614711376632,6,92,2,0,39,55,0,39,55,0
95,96,6.989202031423974,82.86614711376632,6,93,2,0,40,55,0,40,55,0
96,97,6.989202031423974,82.86614711376632,6,94,2,0,41,55,0,41,55,0
97,98,6.989202031423974,82.86614711376632,6,95,2,0,42,55,0,42,55,0
98,99,6.989202031423974,82.86614711376632,6,96,2,0,43,55,0,43,55,0
99,100,6.989202031423974,82.86614711376632,6,97,2,0,44,55,0,44,55,0
100,101,6.989202031423974,82.86614711376632,6,98,2,0,45,55,0,45,55,0
101,102,6.989202031423974,82.86614711376632,6,99,2,0,46,55,0,46,55,0
102,103,6.989202031423974,82.86614711376632,6,100,2,0,47,55,0,47,55,0
103,104,6.989202031423974,82.86614711376632,6,101,2,0,48,55,0,48,55,0
104,105,6.989202031423974,82.86614711376632,6,102,2,0,49,55,0,49,55,0
105,106,6.688484058170513,54.654489473883295,7,103,2,0,49,56,0,50,55,0
106,107,6.688484058170513,54.654489473883295,7,104,2,0,50,56,0,51,55,0
107,108,6.688484058170513,54.654489473883295,7,105,2,0,51,56,0,52,55,0
108,109,6.688484058170513,54.654489473883295,7,106,2,0,52,56,0,53,55,0
109,110,6.688484058170513,54.654489473883295,7,107,2,0,53,56,0,54,55,0
110,111,7.004717931681312,83.92902686427527,8,107,3,0,54,56,0,55,55,0
111,112,7.004717931681312,83.92902686427527,8,108,3,0,55,56,0,56,55,0
112,113,7.004717931681312,83.92902686427527,8,109,3,0,56,56,0,57,55,0
113,114,7.004717931681312,83.92902686427527,8,110,3,0,57,56,0,58,55,0
114,115,7.004717931681312,83.92902686427527,8,111,3,0,58,56,0,59,55,0
115,116,7.004717931681312,83.92902686427527,8,112,3,0,59,56,0,60,55,0
116,117,7.004717931681312,83.92902686427527,8,113,3,0,60,56,0,61,55,0
117,118,7.004717931681312,83.92902686427527,8,114,3,0,61,56,0,62,55,0
118,119,7.187307447144535,126.7335432587476,9,115,3,0,61,57,0,63,55,0
119,120,7.187307447144535,126.7335432587476,9,116,3,0,62,57,0,64,55,0
120,121,7.187307447144535,126.7335432587476,9,117,3,0,63,57,0,65,55,0
121,122,7.187307447144535,126.7335432587476,9,118,3,0,64,57,0,66,55,0
122,123,7.187307447144535,126.7335432587476,9,119,3,0,65,57,0,67,55,0
123,124,7.187307447144535,126.7335432587476,9,120,3,0,66,57,0,68,55,0
124,125,7.187307447144535,126.7335432587476,9,121,3,0,67,57,0,69,55,0
125,126,7.187307447144535,126.7335432587476,9,122,3,0,68,57,0,70,55,0
126,127,7.302971201875872,105.50729568633515,10,123,3,0,69,57,0,70,56,0
127,128,7.302971201875872,105.50729568633515,10,124,3,0,70,57,0,71,56,0
128,129,7.302971201875872,105.50729568633515,10,125,3,0,71,57,0,72,56,0
129,130,7.302971201875872,105.50729568633515,10,126,3,0,72,57,0,73,56,0
130,131,7.302971201875872,105.50729568633515,10,127,3,0,73,57,0,74,56,0
131,132,7.302971201875872,105.50729568633515,10,128,3,0,74,57,0,75,56,0
132,133,7.302971201875872,105.50729568633515,10,129,3,0,75,57,0,76,56,0
133,134,7.302971201875872,105.50729568633515,10,130,3,0,76,57,0,77,56,0
134,135,7.302971201875872,105.50729568633515,10,131,3,0,77,57,0,78,56,0
135,136,7.302971201875872,105.50729568633515,10,132,3,0,78,57,0,79,56,0
136,137,7.302971201875872,105.50729568633515,10,133,3,0,79,57,0,80,56,0
137,138,7.302971201875872,105.50729568633515,10,134,3,0,80,57,0,81,56,0
138,139,7.302971201875872,105.50729568633515,10,135,3,0,81,57,0,82,56,0
139,140,7.302971201875872,105.50729568633515,10,136,3,0,82,57,0,83,56,0
140,141,7.302971201875872,105.50729568633515,10,137,3,0,83,57,0,84,56,0
141,142,7.831194346744874,141.409931590575,11,138,3,0,83,58,0,85,56,0
142,143,7.831194346744874,141.409931590575,11,139,3,0,84,58,0,86,56,0
143,144,7.831194346744874,141.409931590575,11,140,3,0,85,58,0,87,56,0
144,145,7.831194346744874,141.409931590575,11,141,3,0,86,58,0,88,56,0
145,146,7.831194346744874,141.409931590575,11,142,3,0,87,58,0,89,56,0
146,147,7.831194346744874,141.409931590575,11,143,3,0,88,58,0,90,56,0
147,148,7.831194346744874,141.409931590575,11,144,3,0,89,58,0,91,56,0
148,149,7.831194346744874,141.409931590575,11,145,3,0,90,58,0,92,56,0
149,150,7.831194346744874,141.409931590575,11,146,3,0,91,58,0,93,56,0
150,151,7.831194346744874,141.409931590575,11,147,3,0,92,58,0,94,56,0
151,152,7.831194346744874,141.409931590575,11,148,3,0,93,58,0,95,56,0
152,153,7.031630294823526,106.23267404718197,12,149,3,0,94,58,0,95,57,0
153,154,7.031630294823526,106.23267404718197,12,150,3,0,95,58,0,96,57,0
154,155,7.031630294823526,106.23267404718197,12,151,3,0,96,58,0,97,57,0
155,156,7.031630294823526,106.23267404718197,12,152,3,0,97,58,0,98,57,0
156,157,7.031630294823526,106.23267404718197,12,153,3,0,98,58,0,99,57,0
157,158,7.031630294823526,106.23267404718197,12,154,3,0,99,58,0,100,57,0
158,159,7.031630294823526,106.23267404718197,12,155,3,0,100,58,0,101,57,0
159,160,7.031630294823526,106.23267404718197,12,156,3,0,101,58,0,102,57,0
160,161,7.031630294823526,106.23267404718197,12,157,3,0,102,58,0,103,57,0
161,162,7.031630294823526,106.23267404718197,12,158,3,0,103,58,0,104,57,0
162,163,7.031630294823526,106.23267404718197,12,159,3,0,104,58,0,105,57,0
163,164,7.031630294823526,106.23267404718197,12,160,3,0,105,58,0,106,57,0
164,165,7.031630294823526,106.23267404718197,12,161,3,0,106,58,0,107,57,0
165,166,7.031630294823526,106.23267404718197,12,162,3,0,107,58,0,108,57,0
166,167,7.031630294823526,106.23267404718197,12,163,3,0,108,58,0,109,57,0
167,168,7.031630294823526,106.23267404718197,12,164,3,0,109,58,0,110,57,0
168,169,7.031630294823526,106.23267404718197,12,165,3,0,110,58,0,111,57,0
169,170,7.031630294823526,106.23267404718197,12,166,3,0,111,58,0,112,57,0
170,171,7.031630294823526,106.23267404718197,12,167,3,0,112,58,0,113,57,0
171,172,7.031630294823526,106.23267404718197,12,168,3,0,113,58,0,114,57,0
172,173,7.031630294823526,106.23267404718197,12,169,3,0,114,58,0,115,57,0
173,174,7.031630294823526,106.23267404718197,12,170,3,0,115,58,0,116,57,0
174,175,7.031630294823526,106.23267404718197,12,171,3,0,116,58,0,117,57,0
175,176,7.031630294823526,106.23267404718197,12,172,3,0,117,58,0,118,57,0
176,177,7.031630294823526,106.23267404718197,12,173,3,0,118,58,0,119,57,0
177,178,7.031630294823526,106.23267404718197,12,174,3,0,119,58,0,120,57,0
178,179,5.865680113071709,77.32237484800972,13,174,4,0,120,58,0,121,57,0
179,180,5.938259301638903,61.848213551857725,14,175,4,0,120,59,0,122,57,0
180,181,5.938259301638903,61.848213551857725,14,176,4,0,121,59,0,123,57,0
181,182,5.938259301638903,61.848213551857725,14,177,4,0,122,59,0,124,57,0
182,183,5.938259301638903,61.848213551857725,14,178,4,0,123,59,0,125,57,0
183,184,5.938259301638903,61.848213551857725,14,179,4,0,124,59,0,126,57,0
184,185,5.938259301638903,61.848213551857725,14,180,4,0,125,59,0,127,57,0
185,186,5.938259301638903,61.848213551857725,14,181,4,0,126,59,0,128,57,0
186,187,5.938259301638903,61.848213551857725,14,182,4,0,127,59,0,129,57,0
187,188,5.938259301638903,61.848213551857725,14,183,4,0,128,59,0,130,57,0
188,189,5.938259301638903,61.848213551857725,14,184,4,0,129,59,0,131,57,0
189,190,5.938259301638903,61.848213551857725,14,185,4,0,130,59,0,132,57,0
190,191,5.938259301638903,61.848213551857725,14,186,4,0,131,59,0,133,57,0
191,192,5.938259301638903,61.848213551857725,14,187,4,0,132,59,0,134,57,0
192,193,5.938259301638903,61.848213551857725,14,188,4,0,133,59,0,135,57,0
193,194,5.938259301638903,61.848213551857725,14,189,4,0,134,59,0,136,57,0
194,195,5.938259301638903,61.848213551857725,14,190,4,0,135,59,0,137,57,0
195,196,5.938259301638903,61.848213551857725,14,191,4,0,136,59,0,138,57,0
196,197,5.938259301638903,61.848213551857725,14,192,4,0,137,59,0,139,57,0
197,198,5.938259301638903,61.848213551857725,14,193,4,0,138,59,0,140,57,0
198,199,5.938259301638903,61.848213551857725,14,194,4,0,139,59,0,141,57,0
199,200,5.938259301638903,61.848213551857725,14,195,4,0,140,59,0,142,57,0
200,201,5.938259301638903,61.848213551857725,14,196,4,0,141,59,0,143,57,0
201,202,5.938259301638903,61.848213551857725,14,197,4,0,142,59,0,144,57,0
202,203,5.938259301638903,61.848213551857725,14,198,4,0,143,59,0,145,57,0
203,204,5.938259301638903,61.848213551857725,14,199,4,0,144,59,0,146,57,0
204,205,5.938259301638903,61.848213551857725,14,200,4,0,145,59,0,147,57,0
205,206,5.938259301638903,61.848213551857725,14,201,4,0,146,59,0,148,57,0
206,207,5.938259301638903,61.848213551857725,14,202,4,0,147,59,0,149,57,0
207,208,5.938259301638903,61.848213551857725,14,203,4,0,148,59,0,150,57,0
208,209,5.938259301638903,61.848213551857725,14,204,4,0,149,59,0,151,57,0
209,210,5.938259301638903,61.848213551857725,14,205,4,0,150,59,0,152,57,0
210,211,5.938259301638903,61.848213551857725,14,206,4,0,151,59,0,153,57,0
211,212,5.938259301638903,61.848213551857725,14,207,4,0,152,59,0,154,57,0
212,213,5.938259301638903,61.848213551857725,14,208,4,0,153,59,0,155,57,0
213,214,5.938259301638903,61.848213551857725,14,209,4,0,154,59,0,156,57,0
214,215,5.273998654785922,44.844785151076024,15,209,5,0,155,59,0,157,57,0
215,216,5.273998654785922,44.844785151076024,15,210,5,0,156,59,0,158,57,0
216,217,5.273998654785922,44.844785151076024,15,211,5,0,157,59,0,159,57,0
217,218,5.216907949062457,30.59985800653718,16,212,5,0,158,59,0,159,58,0
218,219,5.216907949062457,30.59985800653718,16,213,5,0,159,59,0,160,58,0
219,220,5.216907949062457,30.59985800653718,16,214,5,0,160,59,0,161,58,0
220,221,5.216907949062457,30.59985800653718,16,215,5,0,161,59,0,162,58,0
221,222,5.344539716300223,27.94859307677618,17,215,6,0,162,59,0,163,58,0
222,223,5.344539716300223,27.94859307677618,17,216,6,0,163,59,0,164,58,0
223,224,5.344539716300223,27.94859307677618,17,217,6,0,164,59,0,165,58,0
224,225,5.344539716300223,27.94859307677618,17,218,6,0,165,59,0,166,58,0
225,226,5.344539716300223,27.94859307677618,17,219,6,0,166,59,0,167,58,0
226,227,5.344539716300223,27.94859307677618,17,220,6,0,167,59,0,168,58,0
227,228,5.344539716300223,27.94859307677618,17,221,6,0,168,59,0,169,58,0
228,229,5.344539716300223,27.94859307677618,17,222,6,0,169,59,0,170,58,0
229,230,5.344539716300223,27.94859307677618,17,223,6,0,170,59,0,171,58,0
230,231,5.344539716300223,27.94859307677618,17,224,6,0,171,59,0,172,58,0
231,232,5.344539716300223,27.94859307677618,17,225,6,0,172,59,0,173,58,0
232,233,5.344539716300223,27.94859307677618,17,226,6,0,173,59,0,174,58,0
233,234,5.344539716300223,27.94859307677618,17,227,6,0,174,59,0,175,58,0
234,235,5.344539716300223,27.94859307677618,17,228,6,0,175,59,0,176,58,0
235,236,5.344539716300223,27.94859307677618,17,229,6,0,176,59,0,177,58,0
236,237,5.344539716300223,27.94859307677618,17,230,6,0,177,59,0,178,58,0
237,238,5.344539716300223,27.94859307677618,17,231,6,0,178,59,0,179,58,0
238,239,5.344539716300223,27.94859307677618,17,232,6,0,179,59,0,180,58,0
239,240,5.344539716300223,27.94859307677618,17,233,6,0,180,59,0,181,58,0
